
="",="All",="Salariat",="Intermediate",="Farming",="Working",="Military"

="TAX",="0.669",="0.607",="0.666",="0.671",="0.660",="0.654"
="",="(0.471)",="(0.488)",="(0.472)",="(0.470)",="(0.474)",="(0.477)"

="Observations",="16632",="3448",="4430",="1687",="904",="304"

="b coefficients; sd in parentheses"
