
="",="All",="Salariat",="Intermediate",="Farming",="Working",="Military"

="EQWLTH",="4.172",="3.818",="4.009",="4.406",="4.344",="4.140"
="",="(1.990)",="(1.977)",="(1.971)",="(1.981)",="(1.975)",="(2.078)"

="Observations",="16635",="3498",="4491",="1589",="867",="309"

="b coefficients; sd in parentheses"
